loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,Good vs Bad Loan
Charged Off,8/13/2021,1111273,Credit Card,D1, 36 months,Verified,36000,0.2303,353.01,0.1629,10000,40,7701,Bad Loan
Charged Off,11/14/2021,1266711,Credit Card,D2, 36 months,Verified,76000,0.1378,995.08,0.1677,28000,17,32751,Bad Loan
Charged Off,10/9/2021,330684,Credit Card,D5, 36 months,Verified,42994,0.2451,118.55,0.1387,7675,24,2015,Bad Loan
Charged Off,1/9/2022,402366,Credit Card,A5, 36 months,Verified,43000,0.2202,385.14,0.0963,12000,26,3885,Bad Loan
Charged Off,8/12/2021,1027408,Credit Card,A5, 36 months,Verified,95600,0.1521,473.45,0.0849,15000,25,5585,Bad Loan
Charged Off,9/11/2021,791915,Credit Card,A4, 36 months,Verified,54000,0.1604,343.48,0.0654,18000,39,2743,Bad Loan
Charged Off,8/11/2021,365891,Credit Card,B4, 36 months,Verified,36000,0.218,475.68,0.1114,14500,5,14593,Bad Loan
Charged Off,7/10/2021,530950,Credit Card,B4, 36 months,Verified,60989,0.1977,299.7,0.1218,9000,23,2694,Bad Loan
Charged Off,10/14/2021,1266493,Credit Card,B3, 36 months,Verified,60000,0.1992,330.76,0.1171,10000,18,10915,Bad Loan
Charged Off,12/11/2021,664705,Credit Card,B5, 36 months,Verified,55000,0.1833,822.78,0.1136,25000,31,13978,Bad Loan
Charged Off,4/10/2021,375743,Credit Card,B1, 36 months,Verified,75000,0.0688,388.34,0.102,12000,14,5098,Bad Loan
Charged Off,8/12/2021,812699,Credit Card,B1, 36 months,Verified,87000,0.1103,476.16,0.0888,15000,22,8847,Bad Loan
Charged Off,11/12/2021,755645,Credit Card,B1, 36 months,Verified,30000,0.0888,324.46,0.1038,10000,18,7991,Bad Loan
Charged Off,5/12/2021,1235410,Credit Card,B3, 36 months,Verified,43000,0.182,661.52,0.1171,20000,18,3303,Bad Loan
Charged Off,11/13/2021,1264896,Credit Card,B3, 36 months,Verified,95000,0.0984,694.6,0.1171,21000,28,14586,Bad Loan
Charged Off,10/13/2021,1092340,Credit Card,B4, 36 months,Verified,37000,0.192,164.86,0.1149,5000,15,5051,Bad Loan
Charged Off,5/13/2021,1241164,Credit Card,B2, 36 months,Verified,53000,0.2242,223.13,0.1065,6850,14,3834,Bad Loan
Charged Off,1/10/2022,646961,Credit Card,B4, 36 months,Verified,77000,0.1923,628.52,0.1099,19200,28,5027,Bad Loan
Charged Off,12/10/2021,460471,Credit Card,B3, 36 months,Verified,98652,0.0393,660.27,0.1158,20000,26,11223,Bad Loan
Charged Off,12/10/2021,404350,Credit Card,B2, 36 months,Verified,56000,0.1116,197.82,0.1148,6000,14,2945,Bad Loan
Charged Off,2/10/2021,540002,Credit Card,B2, 36 months,Verified,72500,0.239,494.53,0.1148,15000,24,2110,Bad Loan
Charged Off,7/13/2021,824783,Credit Card,B1, 36 months,Verified,40000,0.1035,634.88,0.0888,20000,14,18057,Bad Loan
Charged Off,8/11/2021,582008,Credit Card,B4, 36 months,Verified,78000,0.0858,765.9,0.1218,23000,22,19151,Bad Loan
Charged Off,9/10/2021,518468,Credit Card,B3, 36 months,Verified,85000,0.2427,662.68,0.1183,20000,21,7289,Bad Loan
Charged Off,7/12/2021,687411,Credit Card,C1, 36 months,Verified,67680,0.2456,256.92,0.1323,7600,22,5908,Bad Loan
Charged Off,12/11/2021,441966,Credit Card,C2, 36 months,Verified,41500,0.1376,365.6,0.1284,10875,8,10307,Bad Loan
Charged Off,7/11/2021,408931,Credit Card,C5, 36 months,Verified,80000,0.1095,545.21,0.1379,16000,21,12349,Bad Loan
Charged Off,11/12/2021,1209831,Credit Card,C1, 36 months,Verified,41600,0.21,203.59,0.1349,6000,27,2435,Bad Loan
Charged Off,12/9/2021,354554,Credit Card,C1, 36 months,Verified,72000,0.1686,218.6,0.1128,7500,20,3255,Bad Loan
Charged Off,6/11/2021,853921,Credit Card,C3, 36 months,Verified,37000,0.1099,457.67,0.1343,13500,7,6423,Bad Loan
Charged Off,8/12/2021,1284675,Credit Card,D4, 36 months,Verified,30000,0.1656,359.43,0.1758,10000,14,2510,Bad Loan
Charged Off,7/10/2021,405903,Credit Card,D2, 36 months,Verified,53400,0.17,481.36,0.1442,14000,6,16531,Bad Loan
Charged Off,11/11/2021,1064156,Credit Card,D4, 36 months,Verified,91500,0.1936,266.99,0.1689,7500,22,596,Bad Loan
Charged Off,10/10/2021,536892,Credit Card,D1, 36 months,Verified,120000,0.2052,861.88,0.1461,25000,18,9476,Bad Loan
Charged Off,11/10/2021,702748,Credit Card,D2, 36 months,Verified,48200,0.2149,445.04,0.1521,12800,25,1440,Bad Loan
Charged Off,7/10/2021,510789,Credit Card,C2, 36 months,Verified,95000,0.0975,504.27,0.1284,15000,34,5040,Bad Loan
Charged Off,4/10/2021,365210,Credit Card,C2, 36 months,Verified,67000,0.1922,598.64,0.1209,18000,25,7698,Bad Loan
Charged Off,5/10/2021,485797,Credit Card,D4, 36 months,Verified,133228,0.1679,402.42,0.1505,11600,29,3613,Bad Loan
Charged Off,10/12/2021,819741,Credit Card,D1, 36 months,Verified,120000,0.0791,688.81,0.1454,20000,25,16131,Bad Loan
Charged Off,3/9/2021,302314,Credit Card,D3, 36 months,Verified,75000,0.2106,446.29,0.1324,13200,29,4461,Bad Loan
Charged Off,10/12/2021,820684,Credit Card,E2, 36 months,Verified,170000,0.0849,529.73,0.1632,15000,29,10593,Bad Loan
Charged Off,12/10/2021,728618,Credit Card,F5, 36 months,Verified,93600,0.1429,815.25,0.1979,22000,42,1626,Bad Loan
Charged Off,10/11/2021,665822,Credit Card,F4, 36 months,Verified,75000,0.2194,921.6,0.1941,25000,25,12900,Bad Loan
Fully Paid,10/9/2021,406961,Credit Card,A2, 36 months,Verified,113000,0.0107,155.96,0.0768,5000,13,5180,Good Loan
Fully Paid,7/10/2021,387660,Credit Card,A2, 36 months,Verified,94000,0.1529,155.96,0.0768,5000,42,5275,Good Loan
Fully Paid,1/9/2022,529415,Credit Card,A3, 36 months,Verified,108000,0.1269,218.54,0.0774,7000,16,7088,Good Loan
Fully Paid,9/14/2021,1215114,Credit Card,A4, 36 months,Verified,111239.96,0.2311,438.07,0.079,14000,24,15753,Good Loan
Fully Paid,5/11/2021,486140,Credit Card,A4, 36 months,Verified,125000,0.0335,255.58,0.0932,8000,24,8973,Good Loan
Fully Paid,7/10/2021,508243,Credit Card,A4, 36 months,Verified,79000,0.1726,153.35,0.0932,4800,31,5131,Good Loan
Fully Paid,6/14/2021,933003,Credit Card,A1, 36 months,Verified,33600,0.185,301.6,0.0542,10000,41,10858,Good Loan
Fully Paid,9/14/2021,1226125,Credit Card,A1, 36 months,Verified,50000,0.2513,416.97,0.0603,13700,22,14998,Good Loan
Fully Paid,4/14/2021,857727,Credit Card,A1, 36 months,Verified,120000,0.1024,301.6,0.0542,10000,34,10859,Good Loan
Fully Paid,11/14/2021,1104517,Credit Card,A1, 36 months,Verified,54000,0.1691,340.88,0.0603,11200,28,12272,Good Loan
Fully Paid,3/13/2021,1098854,Credit Card,A1, 36 months,Verified,73000,0.2252,323.38,0.0603,10625,31,11330,Good Loan
Fully Paid,1/14/2022,1249368,Credit Card,A1, 36 months,Verified,90000,0.2972,435.23,0.0603,14300,40,15668,Good Loan
Fully Paid,4/14/2021,870254,Credit Card,A1, 36 months,Verified,100000,0.1265,135.72,0.0542,4500,30,4886,Good Loan
Fully Paid,1/12/2022,1098982,Credit Card,A1, 36 months,Verified,62000,0.1603,152.18,0.0603,5000,53,5293,Good Loan
Fully Paid,11/14/2021,1229877,Credit Card,A1, 36 months,Verified,94800,0.2291,426.1,0.0603,14000,39,15337,Good Loan
Fully Paid,1/13/2022,1078362,Credit Card,A2, 36 months,Verified,84000,0.1301,608.35,0.0599,20000,38,21752,Good Loan
Fully Paid,11/14/2021,1095432,Credit Card,A2, 36 months,Verified,286000,0.0657,921.11,0.0662,30000,42,33160,Good Loan
Fully Paid,10/14/2021,1078597,Credit Card,A3, 36 months,Verified,69000,0.1689,771.82,0.0699,25000,36,27785,Good Loan
Fully Paid,2/14/2021,810131,Credit Card,A3, 36 months,Verified,77065,0.2157,722.83,0.0617,23700,21,26023,Good Loan
Fully Paid,10/11/2021,779496,Credit Card,A3, 36 months,Verified,135000,0.1098,315.67,0.0617,17000,40,10667,Good Loan
Fully Paid,12/11/2021,754661,Credit Card,A3, 36 months,Verified,106000,0.082,309.42,0.0714,10000,40,10655,Good Loan
Fully Paid,9/14/2021,1037531,Credit Card,A3, 36 months,Verified,90000,0.1463,679.2,0.0699,22000,33,24451,Good Loan
Fully Paid,5/14/2021,878733,Credit Card,A4, 36 months,Verified,72000,0.084,685.32,0.0729,22100,12,24671,Good Loan
Fully Paid,1/12/2022,576821,Credit Card,A4, 36 months,Verified,98518,0.0446,316.11,0.0859,10000,17,11380,Good Loan
Fully Paid,11/14/2021,1205361,Credit Card,A4, 36 months,Verified,87048,0.173,550.71,0.079,17600,16,19825,Good Loan
Fully Paid,4/13/2021,1211565,Credit Card,A4, 36 months,Verified,118400,0.1398,1095.16,0.079,35000,42,37983,Good Loan
Fully Paid,5/14/2021,903171,Credit Card,A4, 36 months,Verified,128474,0.0801,930.3,0.0729,30000,18,33491,Good Loan
Fully Paid,11/13/2021,763622,Credit Card,A4, 36 months,Verified,175000,0.203,357.78,0.0751,11500,32,12880,Good Loan
Fully Paid,7/14/2021,1056704,Credit Card,A5, 36 months,Verified,60000,0.1152,473.45,0.0849,15000,8,17034,Good Loan
Fully Paid,6/12/2021,707591,Credit Card,A5, 36 months,Verified,68000,0.0911,425.43,0.0788,13600,15,14992,Good Loan
Fully Paid,6/12/2021,534629,Credit Card,A5, 36 months,Verified,55000,0.1715,397.15,0.0894,12500,26,14254,Good Loan
Fully Paid,3/13/2021,902266,Credit Card,A5, 36 months,Verified,70000,0.1265,779.5,0.0766,25000,26,27558,Good Loan
Fully Paid,1/10/2022,669614,Credit Card,A5, 36 months,Verified,119496,0.1276,375.38,0.0788,12000,20,12374,Good Loan
Fully Paid,2/14/2021,824177,Credit Card,A5, 36 months,Verified,80000,0.249,493.38,0.0691,16000,34,17762,Good Loan
Fully Paid,12/12/2021,754433,Credit Card,A2, 36 months,Verified,80000,0.0231,138.46,0.0676,4500,26,4835,Good Loan
Fully Paid,12/11/2021,887374,Credit Card,A2, 36 months,Verified,96000,0.2026,212.29,0.0579,7000,22,7218,Good Loan
Fully Paid,10/12/2021,521294,Credit Card,A2, 36 months,Verified,110000,0.1286,186.36,0.074,6000,23,6725,Good Loan
Fully Paid,12/13/2021,814393,Credit Card,A3, 36 months,Verified,76800,0.2614,394.76,0.0692,12800,27,14178,Good Loan
Fully Paid,4/13/2021,778335,Credit Card,A3, 36 months,Verified,132000,0.0674,341.59,0.0617,18000,15,12236,Good Loan
Fully Paid,11/13/2021,748200,Credit Card,A3, 36 months,Verified,45000,0.2333,216.59,0.0714,7000,31,7798,Good Loan
Fully Paid,10/14/2021,1071078,Credit Card,A3, 36 months,Verified,105600,0.1249,771.82,0.0699,25000,24,27785,Good Loan
Fully Paid,10/14/2021,1076473,Credit Card,A4, 36 months,Verified,71500,0.1328,466.53,0.0749,15000,19,16795,Good Loan
Fully Paid,2/14/2021,822037,Credit Card,A4, 36 months,Verified,80000,0.1454,613.35,0.0654,20000,23,22081,Good Loan
Fully Paid,11/13/2021,997069,Credit Card,A4, 36 months,Verified,34800,0.2397,194.39,0.0749,6250,16,6946,Good Loan
Fully Paid,10/13/2021,837511,Credit Card,A4, 36 months,Verified,86400,0.2671,378.33,0.0729,12200,37,13586,Good Loan
Fully Paid,10/13/2021,805657,Credit Card,A5, 36 months,Verified,41000,0.065,252.86,0.0691,8200,20,9096,Good Loan
Fully Paid,3/13/2021,704858,Credit Card,A5, 36 months,Verified,113217.4,0.0459,187.69,0.0788,6000,11,6739,Good Loan
Fully Paid,12/13/2021,853599,Credit Card,A5, 36 months,Verified,62500,0.1816,374.16,0.0766,12000,26,13456,Good Loan
Fully Paid,6/12/2021,1091480,Credit Card,A1, 36 months,Verified,87278,0.16,361.92,0.0542,12000,30,12394,Good Loan
Fully Paid,5/14/2021,916790,Credit Card,A1, 36 months,Verified,31200,0.1277,337.8,0.0542,11200,19,12160,Good Loan
Fully Paid,3/13/2021,871678,Credit Card,A2, 36 months,Verified,100000,0.0409,363.93,0.0579,12000,16,12965,Good Loan
Fully Paid,12/13/2021,819297,Credit Card,A2, 36 months,Verified,185000,0.0596,363.93,0.0579,12000,29,13096,Good Loan
Fully Paid,6/12/2021,915720,Credit Card,A3, 36 months,Verified,50400,0.1967,185.05,0.0692,6000,18,6381,Good Loan
Fully Paid,4/11/2021,704154,Credit Card,A4, 36 months,Verified,115200,0.0536,317.34,0.0751,10200,31,10613,Good Loan
Fully Paid,11/14/2021,1101007,Credit Card,A4, 36 months,Verified,68250,0.2233,531.94,0.079,17000,30,19150,Good Loan
Fully Paid,6/13/2021,924829,Credit Card,A5, 36 months,Verified,57600,0.154,530.06,0.0766,17000,18,18865,Good Loan
Fully Paid,11/14/2021,1093428,Credit Card,A2, 36 months,Verified,105000,0.1827,368.45,0.0662,12000,42,13264,Good Loan
Fully Paid,4/14/2021,867750,Credit Card,A2, 36 months,Verified,100000,0.0898,288.11,0.0579,9500,28,10372,Good Loan
Fully Paid,11/14/2021,1101689,Credit Card,A3, 36 months,Verified,119500,0.0601,746.66,0.0751,24000,23,26880,Good Loan
Fully Paid,8/13/2021,701986,Credit Card,A4, 36 months,Verified,49000,0.1423,217.78,0.0751,7000,24,7840,Good Loan
Fully Paid,1/14/2022,1285035,Credit Card,A4, 36 months,Verified,57000,0.2316,402.87,0.079,12875,20,14503,Good Loan
Fully Paid,12/13/2021,745549,Credit Card,A4, 36 months,Verified,39000,0.2166,519.56,0.0751,16700,40,18729,Good Loan
Fully Paid,5/13/2021,767689,Credit Card,A4, 36 months,Verified,100000,0.1426,420,0.0751,13500,21,15048,Good Loan
Fully Paid,7/11/2021,853923,Credit Card,A4, 36 months,Verified,52000,0.1888,372.12,0.0729,12000,26,12282,Good Loan
Fully Paid,10/13/2021,763713,Credit Card,A5, 36 months,Verified,140000,0.1441,750.75,0.0788,24000,16,26777,Good Loan
Fully Paid,8/13/2021,772301,Credit Card,A3, 36 months,Verified,112000,0.0531,244,0.0617,8000,17,8772,Good Loan
Fully Paid,4/14/2021,880867,Credit Card,A3, 36 months,Verified,110000,0.2589,333.08,0.0692,10800,37,11969,Good Loan
Fully Paid,7/12/2021,1228282,Credit Card,A4, 36 months,Verified,80000,0.1737,569.49,0.079,18200,22,18976,Good Loan
Fully Paid,7/14/2021,951924,Credit Card,A5, 36 months,Verified,101000,0.1407,568.14,0.0849,18000,22,20453,Good Loan
Fully Paid,1/13/2022,789121,Credit Card,A5, 36 months,Verified,90000,0.154,94.05,0.0691,20000,44,3386,Good Loan
Fully Paid,10/14/2021,1093837,Credit Card,A5, 36 months,Verified,109000,0.2031,238.15,0.089,7500,43,8573,Good Loan
Fully Paid,10/14/2021,1068499,Credit Card,A2, 36 months,Verified,57400,0.0751,231.18,0.0599,7600,35,8322,Good Loan
Fully Paid,6/13/2021,1081457,Credit Card,A4, 36 months,Verified,37000,0.1492,567.61,0.0749,18250,15,19971,Good Loan
Fully Paid,3/14/2021,847023,Credit Card,A4, 36 months,Verified,52828,0.1763,449.65,0.0729,14500,28,16188,Good Loan
Fully Paid,11/14/2021,1194695,Credit Card,A3, 36 months,Verified,115000,0.1599,560,0.0751,18000,38,20160,Good Loan
Fully Paid,6/14/2021,926861,Credit Card,A4, 36 months,Verified,80730,0.2528,297.7,0.0729,9600,32,10717,Good Loan
Fully Paid,11/12/2021,902178,Credit Card,A4, 36 months,Verified,50400,0.1426,393.83,0.0729,12700,22,13785,Good Loan
Fully Paid,1/11/2022,920506,Credit Card,A5, 36 months,Verified,40000,0.1236,338.31,0.0766,10850,14,11355,Good Loan
Fully Paid,11/12/2021,1055537,Credit Card,A5, 36 months,Verified,140000,0.0975,378.76,0.0849,12000,31,12937,Good Loan
Fully Paid,9/11/2021,522588,Credit Card,A5, 36 months,Verified,139913,0.1513,170.78,0.0894,5375,28,6012,Good Loan
Fully Paid,7/12/2021,465477,Credit Card,A5, 36 months,Verified,60000,0.157,320.95,0.0963,10000,31,11554,Good Loan
Fully Paid,2/14/2021,820427,Credit Card,A3, 36 months,Verified,100000,0,487.99,0.0617,16000,21,17568,Good Loan
Fully Paid,7/12/2021,965541,Credit Card,A3, 36 months,Verified,123735,0.1712,197.59,0.0699,6400,26,6785,Good Loan
Fully Paid,3/12/2021,1199830,Credit Card,A4, 36 months,Verified,140000,0.1468,688.39,0.079,22000,19,22558,Good Loan
Fully Paid,3/12/2021,865786,Credit Card,A4, 36 months,Verified,55400,0.115,341.11,0.0729,11000,20,11642,Good Loan
Fully Paid,8/13/2021,698599,Credit Card,A4, 36 months,Verified,63720,0.0729,388.89,0.0751,12500,18,14000,Good Loan
Fully Paid,8/12/2021,745584,Credit Card,A4, 36 months,Verified,80000,0.1618,298.67,0.0751,9600,34,10527,Good Loan
Fully Paid,12/14/2021,1234259,Credit Card,A4, 36 months,Verified,77000,0.1956,375.49,0.079,12000,25,13518,Good Loan
Fully Paid,6/13/2021,744962,Credit Card,A5, 36 months,Verified,98300,0.0736,469.22,0.0788,15000,34,16846,Good Loan
Fully Paid,7/13/2021,958648,Credit Card,A1, 36 months,Verified,74000,0.1606,365.23,0.0603,12000,24,12877,Good Loan
Fully Paid,3/14/2021,855198,Credit Card,A4, 36 months,Verified,42504,0.1637,310.1,0.0729,10000,32,11164,Good Loan
Fully Paid,2/13/2021,801820,Credit Card,A2, 36 months,Verified,100000,0.1687,316.16,0.0579,17000,39,11284,Good Loan
Fully Paid,8/12/2021,495331,Credit Card,A3, 36 months,Verified,93600,0.1327,188.02,0.08,6000,9,6769,Good Loan
Fully Paid,9/14/2021,1077689,Credit Card,A3, 36 months,Verified,160000,0.0644,679.2,0.0699,22000,35,24480,Good Loan
Fully Paid,1/13/2022,794105,Credit Card,A3, 36 months,Verified,140000,0.0795,346.93,0.0617,18000,28,12490,Good Loan
Fully Paid,7/12/2021,790491,Credit Card,A3, 36 months,Verified,50000,0.1414,373.62,0.0617,20000,26,13133,Good Loan
Fully Paid,10/12/2021,664396,Credit Card,A3, 36 months,Verified,30000,0.2,123.77,0.0714,4000,26,4280,Good Loan
Fully Paid,4/10/2021,404547,Credit Card,A3, 36 months,Verified,130000,0.1715,282.03,0.08,9000,49,9620,Good Loan
Fully Paid,4/12/2021,833870,Credit Card,A4, 36 months,Verified,60000,0.125,77.53,0.0729,2500,31,2640,Good Loan
Fully Paid,7/12/2021,1090110,Credit Card,A4, 36 months,Verified,120000,0.2053,217.72,0.0749,7000,22,7258,Good Loan
Fully Paid,10/11/2021,512329,Credit Card,A5, 36 months,Verified,36000,0.216,201.75,0.0894,6350,16,7167,Good Loan
Fully Paid,1/11/2022,374099,Credit Card,A5, 36 months,Verified,48000,0.1454,306.98,0.0938,9600,23,11051,Good Loan
Fully Paid,7/13/2021,684674,Credit Card,A5, 36 months,Verified,125600,0.1964,431.68,0.0788,13800,23,15541,Good Loan
Fully Paid,6/13/2021,1198397,Credit Card,A4, 36 months,Verified,89204.4,0.111,563.23,0.079,18000,18,19732,Good Loan
Fully Paid,6/11/2021,399768,Credit Card,A5, 36 months,Verified,29760,0.0738,320.95,0.0963,10000,34,11441,Good Loan
Fully Paid,8/13/2021,1238188,Credit Card,A2, 36 months,Verified,64000,0.0838,203.42,0.0662,6625,17,7175,Good Loan
Fully Paid,5/13/2021,692935,Credit Card,A3, 36 months,Verified,107000,0.1598,309.42,0.0714,10000,34,10982,Good Loan
Fully Paid,6/13/2021,648758,Credit Card,A4, 36 months,Verified,84000,0.0836,261.32,0.0751,8400,15,9408,Good Loan
Fully Paid,1/14/2022,1254987,Credit Card,A1, 36 months,Verified,84000,0.1673,486.97,0.0603,16000,45,17531,Good Loan
Fully Paid,8/13/2021,1191082,Credit Card,A2, 36 months,Verified,165000,0.0409,368.45,0.0662,12000,29,13029,Good Loan
Fully Paid,2/14/2021,1233274,Credit Card,A3, 36 months,Verified,130000,0.2104,317.34,0.0751,10200,28,11318,Good Loan
Fully Paid,3/14/2021,846352,Credit Card,A3, 36 months,Verified,60000,0.243,222.06,0.0692,7200,41,7995,Good Loan
Fully Paid,9/11/2021,599134,Credit Card,A4, 36 months,Verified,119000,0.0821,189.67,0.0859,6000,27,6630,Good Loan
Fully Paid,5/11/2021,825684,Credit Card,A4, 36 months,Verified,132000,0.0945,674.68,0.0654,22000,26,22351,Good Loan
Fully Paid,11/14/2021,1186741,Credit Card,A4, 36 months,Verified,58000,0.1142,491.26,0.079,15700,18,17685,Good Loan
Fully Paid,3/13/2021,751368,Credit Card,A4, 36 months,Verified,70000,0.0941,381.11,0.0751,12250,46,13636,Good Loan
Fully Paid,6/14/2021,922443,Credit Card,A5, 36 months,Verified,60000,0.2366,245.55,0.0766,7875,24,8839,Good Loan
Fully Paid,1/11/2022,666535,Credit Card,A5, 36 months,Verified,70000,0.1265,262.77,0.0788,8400,24,9177,Good Loan
Fully Paid,7/14/2021,972450,Credit Card,A5, 36 months,Verified,55000,0.2535,473.45,0.0849,15000,38,17044,Good Loan
Fully Paid,2/14/2021,817232,Credit Card,A5, 36 months,Verified,99200,0.2363,709.23,0.0691,23000,23,25532,Good Loan
Fully Paid,8/12/2021,1225476,Credit Card,A5, 36 months,Verified,150000,0.0785,238.15,0.089,7500,63,7907,Good Loan
Fully Paid,7/13/2021,681017,Credit Card,A4, 36 months,Verified,61000,0.12,566.22,0.0751,18200,33,20384,Good Loan
Fully Paid,4/12/2021,442915,Credit Card,A5, 36 months,Verified,103089,0.1633,224.66,0.0963,7000,26,8029,Good Loan
Fully Paid,10/10/2021,410501,Credit Card,A5, 36 months,Verified,65004,0.2016,168.5,0.0963,5250,26,5846,Good Loan
Fully Paid,3/14/2021,841565,Credit Card,A4, 36 months,Verified,25000,0.1944,356.62,0.0729,11500,19,12839,Good Loan
Fully Paid,4/14/2021,967374,Credit Card,A4, 36 months,Verified,70000,0.0317,435.43,0.0749,14000,46,15659,Good Loan
Fully Paid,1/14/2022,1229913,Credit Card,A5, 36 months,Verified,60000,0.1966,539.81,0.089,17000,13,19491,Good Loan
Fully Paid,11/11/2021,743349,Credit Card,A2, 36 months,Verified,28500,0.0101,55.39,0.0676,1800,22,1886,Good Loan
Fully Paid,1/12/2022,934813,Credit Card,A2, 36 months,Verified,40000,0.141,303.27,0.0579,10000,18,10700,Good Loan
Fully Paid,7/12/2021,689289,Credit Card,A5, 36 months,Verified,80000,0.1807,406.66,0.0788,13000,29,14404,Good Loan
Fully Paid,12/13/2021,771017,Credit Card,A5, 36 months,Verified,83000,0.1,462.54,0.0691,15000,34,16652,Good Loan
Fully Paid,2/13/2021,807769,Credit Card,A1, 36 months,Verified,43200,0.0619,331.76,0.0542,11000,25,11592,Good Loan
